Date,Open,High,Low,Close,Adj Close,Volume
2021-12-16,36.680000,36.880001,32.669998,33.189999,33.189999,11007200
2021-12-17,32.360001,34.400002,32.029999,34.230000,34.230000,10117400
2021-12-20,30.790001,33.119999,30.270000,31.440001,31.440001,10523100
2021-12-21,32.560001,34.849998,32.450001,34.810001,34.810001,5605300
2021-12-22,34.389999,34.900002,33.570000,34.820000,34.820000,4289200
2021-12-23,34.993000,35.340000,33.736000,34.650002,34.650002,4031400
2021-12-27,34.750000,34.799999,33.360001,34.150002,34.150002,3513000
2021-12-28,34.189999,34.500000,33.209999,33.270000,33.270000,2850400
2021-12-29,33.099998,33.310001,32.041000,32.759998,32.759998,3058300
2021-12-30,32.599998,34.630001,32.560001,34.009998,34.009998,3551300
2021-12-31,33.869999,35.459999,33.700001,34.299999,34.299999,3774000
2022-01-03,34.790001,35.980000,34.090000,35.470001,35.470001,3741100
2022-01-04,35.639999,36.000000,33.209999,34.570000,34.570000,4458200
2022-01-05,34.419998,34.439999,31.330000,31.420000,31.420000,5294700
2022-01-06,31.480000,32.080002,29.219999,31.480000,31.480000,6109100
2022-01-07,31.500000,33.490002,31.389999,31.719999,31.719999,3795400
2022-01-10,31.298000,31.639999,29.469999,31.520000,31.520000,5001100
2022-01-11,32.060001,33.630001,31.889999,32.730000,32.730000,6935000
2022-01-12,33.410000,34.250000,32.509998,33.250000,33.250000,5300400
2022-01-13,34.426998,34.689999,32.619999,32.759998,32.759998,4981000
2022-01-14,32.099998,33.209999,31.459999,31.809999,31.809999,5221400
2022-01-18,31.000000,31.469999,29.010000,29.040001,29.040001,7549100
2022-01-19,29.090000,29.580000,27.660000,27.709999,27.709999,7479600
2022-01-20,28.750000,31.410000,28.590000,28.750000,28.750000,11610800
2022-01-21,28.100000,28.959999,25.750000,25.910000,25.910000,13282300
2022-01-24,24.867001,27.090000,23.325001,27.040001,27.040001,11614400
2022-01-25,25.879999,26.950001,25.020000,26.280001,26.280001,7636300
2022-01-26,27.530001,28.090000,24.540001,24.820000,24.820000,7659100
2022-01-27,25.910999,25.910999,23.040001,23.270000,23.270000,8754800
2022-01-28,23.110001,23.799999,21.700001,23.420000,23.420000,10005700
2022-01-31,23.490000,25.969999,23.420000,25.930000,25.930000,17370400
2022-02-01,26.370001,26.850000,25.010000,26.010000,26.010000,5812400
2022-02-02,27.040001,27.379999,24.440001,24.780001,24.780001,9482600
2022-02-03,24.129999,24.680000,22.150000,23.040001,23.040001,13999100
2022-02-04,23.590000,25.834999,23.160000,25.110001,25.110001,8834200
2022-02-07,24.965000,25.770000,23.650000,23.889999,23.889999,9464500
2022-02-08,23.780001,24.040001,23.200001,23.990000,23.990000,8088600
2022-02-09,25.680000,26.410000,25.100000,25.549999,25.549999,8516900
2022-02-10,24.719999,26.290001,24.110001,24.270000,24.270000,6130900
2022-02-11,24.219999,24.959999,22.469999,22.770000,22.770000,6433700
2022-02-14,22.719999,23.910000,22.340000,22.600000,22.600000,4881000
2022-02-15,23.420000,24.920000,23.280001,24.610001,24.610001,5081900
2022-02-16,24.170000,24.969999,23.530001,24.620001,24.620001,5292400
2022-02-17,24.020000,24.410000,22.879999,23.129999,23.129999,6732900
2022-02-18,23.150000,23.270000,20.770000,21.559999,21.559999,10219200
2022-02-22,20.895000,21.540001,20.430000,20.900000,20.900000,7168500
2022-02-23,21.059999,21.485001,19.900000,19.990000,19.990000,6581200
2022-02-24,19.000000,24.530001,18.610001,24.379999,24.379999,13441300
2022-02-25,24.170000,24.719999,23.000000,24.639999,24.639999,7140600
2022-02-28,26.730000,27.959999,26.000000,27.280001,27.280001,12015600
2022-03-01,27.150000,28.930000,26.889999,28.129999,28.129999,9908200
2022-03-02,28.180000,28.250000,25.195000,26.639999,26.639999,8828200
2022-03-03,26.620001,26.959999,25.709999,25.910000,25.910000,4249300
2022-03-04,26.200001,27.219999,25.139999,25.610001,25.610001,7655900
2022-03-07,27.049999,29.480000,26.559999,27.920000,27.920000,9669700
2022-03-08,28.600000,31.610001,28.160000,30.520000,30.520000,13875800
2022-03-09,29.875000,31.285000,29.090000,31.040001,31.040001,6549200
2022-03-10,30.850000,31.426001,29.309999,30.500000,30.500000,5263000
2022-03-11,30.639999,31.900000,28.851999,29.400000,29.400000,4640900
2022-03-14,28.700001,28.830000,26.580000,27.120001,27.120001,4764800
2022-03-15,26.860001,28.410000,25.370001,28.370001,28.370001,6397700
2022-03-16,28.690001,29.610001,27.650000,29.290001,29.290001,6551100
2022-03-17,29.090000,31.340000,29.090000,31.260000,31.260000,6717700
2022-03-18,30.610001,31.695000,30.510000,30.870001,30.870001,7309300
2022-03-21,30.350000,31.219999,29.790001,30.480000,30.480000,3571800
2022-03-22,30.350000,32.709999,30.110001,31.889999,31.889999,4829500
2022-03-23,31.379999,33.115002,31.240000,31.590000,31.590000,4867500
2022-03-24,31.580000,32.439999,30.330000,32.279999,32.279999,4461900
2022-03-25,32.299999,32.299999,30.360001,31.320000,31.320000,4356200
2022-03-28,31.330000,32.919998,31.010000,32.060001,32.060001,5252800
2022-03-29,32.090000,34.340000,31.620001,33.790001,33.790001,6074400
2022-03-30,33.470001,33.470001,30.610001,30.959999,30.959999,5670700
2022-03-31,30.930000,31.850000,30.330000,30.370001,30.370001,3925700
2022-04-01,30.799999,31.200001,29.809999,30.350000,30.350000,3716900
2022-04-04,30.700001,33.509998,30.600000,33.369999,33.369999,5964300
2022-04-05,33.560001,34.259998,31.090000,31.129999,31.129999,5040800
2022-04-06,30.090000,30.830000,28.020000,28.799999,28.799999,7104600
2022-04-07,28.910000,29.190001,27.080000,28.230000,28.230000,5066200
2022-04-08,28.000000,28.280001,26.680000,26.790001,26.790001,4788500
2022-04-11,26.070000,27.290001,25.500000,26.650000,26.650000,5759700
2022-04-12,27.139999,27.930000,25.465000,25.620001,25.620001,6354500
2022-04-13,25.400000,26.160000,24.600000,26.100000,26.100000,6643000
2022-04-14,26.010000,26.260000,24.820000,24.860001,24.860001,4552700
2022-04-18,24.830000,25.000000,23.959999,24.320000,24.320000,4149400
2022-04-19,24.600000,25.250000,24.120001,24.500000,24.500000,5388100
2022-04-20,24.670000,24.934999,22.500000,22.549999,22.549999,9654800
2022-04-21,22.860001,23.379999,20.750000,21.030001,21.030001,10036300
2022-04-22,20.700001,21.250000,19.816999,20.320000,20.320000,13364000
2022-04-25,19.799999,20.840000,19.160000,20.549999,20.549999,7621800
2022-04-26,20.340000,20.549999,19.379999,19.920000,19.920000,6919100
2022-04-27,20.360001,21.360001,20.090000,20.250000,20.250000,7028800
2022-04-28,20.379999,20.670000,19.309999,20.440001,20.440001,6814500
2022-04-29,20.629999,21.360001,19.750000,19.980000,19.980000,6167900
2022-05-02,20.040001,21.809999,19.780001,21.760000,21.760000,7079900
2022-05-03,21.680000,23.740000,21.610001,22.940001,22.940001,11127000
2022-05-04,22.920000,24.500000,22.590000,24.340000,24.340000,8059700
2022-05-05,26.290001,26.520000,23.823999,24.990000,24.990000,15090500
2022-05-06,24.980000,25.200001,22.660000,23.410000,23.410000,9343700
2022-05-09,22.580000,22.950001,20.690001,21.090000,21.090000,7332700
2022-05-10,21.870001,22.180000,19.049999,20.459999,20.459999,8980300
